Text,Source
Peres told the forum the Palestinians are in a position similar to that Israel faced 50 years ago and expressed optimism peace may come sooner than many people think.,ontonotes5
"Two Libyans are accused of planting a bomb aboard the plane which exploded over Lockerbie, Scotland, in December 1988.",ontonotes5
A special Scottish court is hearing the case in the Netherlands.,ontonotes5
The search for a small plane that disappeared Sunday in Massachusetts has a bittersweet ending.,ontonotes5
Officials say the pilot reported ice on the plane and planned to land in Massachusetts when the plane left radar.,ontonotes5
"The family had been heading to New Hampshire from Lakeland, Florida when their plane went down.",ontonotes5
Valerie Morris joins us live from New York with that story.,ontonotes5
The U.S. economy has lost more than 2 million jobs in the past two years.,ontonotes5
"Turning to Wall Street, disappointing auto sales are denting the shares of the Big Three.",ontonotes5
Of course there are ongoing fears about terrorism and a war with Iraq.,ontonotes5
This little bean native to northern China is a complete protein.,ontonotes5
"These are green, immature soybeans in the pod that are known in Japan as Edemame.",ontonotes5
Israeli Prime Minister Ehud Barak is rejecting calls for a quick settlement with Palestinians to end the outbreak of violence in the Middle East.,ontonotes5
He declared that any attempt to ``dictate dates'' is ``bad for Israel.'',ontonotes5
Israeli helicopter gunships opened fire on a Palestinian position in Bethlehem overnight.,ontonotes5
The Army says the choppers were firing on gunmen who were shooting at Rachel's Tomb for several hours.,ontonotes5
"Earlier, two Israeli soldiers were stabbed at a roadblock north of Jerusalem.",ontonotes5
"Meantime, aides to Israeli Prime Minister Ehud Barak say Israel is willing to cooperate with a U.S.-led inquiry into the violence that has killed at least 319 people.",ontonotes5
I'm Myron Kandel at the cnnfn newsdesk in New York.,ontonotes5
Iraq halted oil exports five days ago.,ontonotes5
Baghdad is insisting that its customers pay a 50 cent surcharge on every barrel of oil.,ontonotes5
"It didn't give any specific examples, but the United States is an obvious target.",ontonotes5
Iraq is the sixth largest supplier of crude oil to the U.S..,ontonotes5
Up to six people in Yemen could be tried for the deadly attack on the ``USS Cole.'',ontonotes5
Yemen's Prime Minister says at least three could go on trial next month.,ontonotes5
"In October, two suicide bombers blasted a huge hole in the side of ``Cole'' as it sat in the port of Aden.",ontonotes5
Those developments come amid word the Pentagon is beefing up U.S. military personnel and patrol boats in the Persian Gulf.,ontonotes5
The ``Cole'' is expected to arrive back in the U.S. next week.,ontonotes5
The Ryder rental truck which carried Palm Beach County's ballots to Tallahassee is up for auction on the internet.,ontonotes5
"Mr. Clinton granted a six-month reprieve to convicted killer Juan Raul Garza, who was scheduled to die at a federal prison in Terre Haute, Indiana.",ontonotes5
Senator Barbara Boxer of California is in Florida to support the undervote recount.,ontonotes5
The Pennsylvania man has been jailed in Russia since April on charges he tried to obtain secret plans for a high-speed torpedo.,ontonotes5
"In a move to force a special election, Ehud Barak has formally resigned as Prime Minister of Israel.",ontonotes5
Yemen's President says his country's constitution won't allow any suspects in the bombing of the ``USS Cole'' to be extradited.,ontonotes5
"Next month, Yemen plans to try six suspects in the October suicide bombing that killed 17 U.S. sailors.",ontonotes5
Israel's Labor Party has named Ehud Barak its candidate for Prime Minister.,ontonotes5
The award recognizes his efforts to end 50 years of bad blood between North and South Korea.,ontonotes5
President Clinton is holding separate meetings with rival political leaders in the Northern Ireland peace process.,ontonotes5
"The United States helped broker the 1998 Good Friday peace accord, and Mr. Clinton is trying to keep it from unraveling.",ontonotes5
"Today in Belfast, he meets with Northern Ireland's First Minister David Trimble of the loyalist Ulster Unionist Party, as well as Sinn Fein's Gerry Adams.",ontonotes5
A leading Chinese pharmaceutical company will manufacture the Ru abortion pill for the U.S. market.,ontonotes5
Yemen is again the site of a possible terrorist attack.,ontonotes5
"Early this morning, an explosion shattered the British embassy and neighboring buildings in Yemen's capital.",ontonotes5
"Cook tells Britain's Sky News the bomb seems to have landed close to a diesel generator, causing a large explosion.",ontonotes5
Violence is flaring again today in the Middle East.,ontonotes5
"At a checkpoint near Ramallah, Israeli troops opened fire with machine guns when someone apparently shot at them from a nearby building.",ontonotes5
A police station in Ramallah was one of the targets of Israeli helicopter strikes yesterday after a mob beat two Israeli soldiers to death.,ontonotes5
"In Jerusalem, Israeli security forces scuffled with Palestinians near the Al-aksa Mosque.",ontonotes5
The violence did continue Friday in the West Bank.,ontonotes5
"In Jerusalem, witnesses said Israeli police seized two Arab teens throwing stones at the U.S. Consulate and hit them while holding them in a chokehold.",ontonotes5
Israeli tank crews also fired machine guns into a crowd during a clash with Palestinians in Ramallah.,ontonotes5
"In Gaza, Palestinian police say demonstrators set fire to several buildings, including a liquor store, several bars and a hotel.",ontonotes5
"Yugoslavia's new President, Vojislav Kostunica, is still having trouble consolidating his power.",ontonotes5
"Kostunica's supporters and allies of Slobodan Milosevic failed to agree today on a transitional government and a new election in Yugoslavia's main republic, Serbia.",ontonotes5
He got some support today as he attended a summit of European Union leaders in France.,ontonotes5
The EU promised Yugoslavia$ 175 million in aid without attaching conditions.,ontonotes5
The sailors left Ramstein Air Base in Germany.,ontonotes5
"Most of the 34 sailors hurt, are being reunited with family in Norfolk, Virginia, before moving on to a naval hospital for further treatment.",ontonotes5
The dead will be honored Wednesday at a memorial service in Norfolk.,ontonotes5
The bodies of five of those victims arrived back in the United States yesterday at Dover Air Force Base in Delaware.,ontonotes5
"At a political stop in Denver, Mr. Clinton said all Americans owe the sailors a debt of thanks.",ontonotes5
"It shows that attackers, like the two who killed 13 people at Columbine High School last year in Colorado, come from a variety of family and ethnic backgrounds.",ontonotes5
"President Clinton is expected to leave for Egypt, site of the summit, this afternoon.",ontonotes5
"Afterwards, he said the crisis in the Middle East was a threat with implications beyond the region, with possible negative effects on oil prices and the world economy.",ontonotes5
He said U.S. help will continue to be crucial.,ontonotes5
A memorial service is under way at the Norfolk Naval Air Station for the 17 U.S. sailors killed last week in the terrorist bombing of the ``USS Cole.'',ontonotes5
